SampleNumber,Site,CollectDate,Test,Param,NumericResult,Results_Units,OrderDetails_User1,OrderDetails_User2,OrderDetails_User3,OrderDetails_User4,Instrument,RepLimit,Results_Method,AnalysisEmployee,AnalysisDate
2020050602-11,239 LA CB 10m,5/6/2020,Absorbance scan,S275-295,0.01804,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/16/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,Absorbance scan,S350-400,0.02097,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/16/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,Absorbance scan,SR,0.8599,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/16/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,Absorbance scan,SUVA,,L/µmol·m,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/16/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,Absorbance scan,Suv-a,0.01978,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/16/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,Absorbance scan,Suv-b,0.01773,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/16/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,Absorbance scan,Suv-c,0.01228,,,,,,Shimadzu UV1800 Scanning Spectrophotometer,,ELA-Absorbance scan,bcooney,7/16/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,Alk,Alk,151,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,Anions,Cl,0.23,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2020050602-11,239 LA CB 10m,5/6/2020,Anions,SO4,1.79,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2020050602-11,239 LA CB 10m,5/6/2020,Archive,Archive,,,,,,,,,ELA-Archive,,
2020050602-11,239 LA CB 10m,5/6/2020,Cations,Ca,2.6,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050602-11,239 LA CB 10m,5/6/2020,Cations,Fe,0.03,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2020050602-11,239 LA CB 10m,5/6/2020,Cations,K,0.37,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050602-11,239 LA CB 10m,5/6/2020,Cations,Mg,0.68,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050602-11,239 LA CB 10m,5/6/2020,Cations,Mn,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2020050602-11,239 LA CB 10m,5/6/2020,Cations,Na,0.94,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2020050602-11,239 LA CB 10m,5/6/2020,Chla,Chla,0.84,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,5/14/2021 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,DIC,DIC,281,µmol/L,,,,,LI-850 LI-COR CO2/H20 Gas Analyzer,4.6,ELA-DIC,swarrack,5/7/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,DOC,DOC,,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,,3/31/2022 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,NH3,NH3-N,14,µg/L,,,,,AutoAnalyzer 3,8,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,NO2,NO2-N,1.5,µg/L,,,,,AutoAnalyzer 3,0.79,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,NO3,NO3-N,75,µg/L,,,,,AutoAnalyzer 3,0.64,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,Part C/N,Part C,307,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2020050602-11,239 LA CB 10m,5/6/2020,Part C/N,Part N,16,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2020050602-11,239 LA CB 10m,5/6/2020,Part P,Part P,3,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.2,ELA-PartP,jthoroski,8/25/2022 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,pH,pH,6.018,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,swarrack,5/6/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,SRSi,SRSi,2.857,mg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,bcooney,5/29/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,TDN,TDN,243,µg/L,,,,,AutoAnalyzer 3,43.5,ELA-TDN,shavens,6/4/2020 12:00:00 AM
2020050602-11,239 LA CB 10m,5/6/2020,TDP,TDP,2.6,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,3.68,ELA-TDP,bcooney,5/12/2020 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,Alk,Alk,167,µEq/L,0,10,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,Anions,Cl,0.17,mg/L,0,10,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2020050603-01,373 LA CB Epi,5/6/2020,Anions,SO4,1.38,mg/L,0,10,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2020050603-01,373 LA CB Epi,5/6/2020,Archive,Archive,,,0,10,,,,,ELA-Archive,,
2020050603-01,373 LA CB Epi,5/6/2020,Cations,Ca,2.71,mg/L,0,10,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050603-01,373 LA CB Epi,5/6/2020,Cations,Fe,0,mg/L,0,10,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2020050603-01,373 LA CB Epi,5/6/2020,Cations,K,0.34,mg/L,0,10,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050603-01,373 LA CB Epi,5/6/2020,Cations,Mg,0.57,mg/L,0,10,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050603-01,373 LA CB Epi,5/6/2020,Cations,Mn,0.1,mg/L,0,10,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2020050603-01,373 LA CB Epi,5/6/2020,Cations,Na,0.62,mg/L,0,10,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2020050603-01,373 LA CB Epi,5/6/2020,Chla,Chla,1.18,µg/L,0,10,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,5/14/2021 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,DIC,DIC,282,µmol/L,0,10,,,LI-850 LI-COR CO2/H20 Gas Analyzer,4.6,ELA-DIC,swarrack,5/7/2020 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,DOC,DOC,,µmol/L,0,10,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,,3/31/2022 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,NH3,NH3-N,16,µg/L,0,10,,,AutoAnalyzer 3,8,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,NO2,NO2-N,2.1,µg/L,0,10,,,AutoAnalyzer 3,0.79,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,NO3,NO3-N,33,µg/L,0,10,,,AutoAnalyzer 3,0.64,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,Part C/N,Part C,401,µg/L,0,10,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2020050603-01,373 LA CB Epi,5/6/2020,Part C/N,Part N,42,µg/L,0,10,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2020050603-01,373 LA CB Epi,5/6/2020,Part P,Part P,4,µg/L,0,10,,,Shimadzu UV1800 Scanning Spectrophotometer,0.2,ELA-PartP,jthoroski,8/25/2022 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,pH,pH,6.405,SU,0,10,,,Fisher Scientific Accumet pH meter,,ELA-pH,swarrack,5/6/2020 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,10,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2020050603-01,373 LA CB Epi,5/6/2020,SRSi,SRSi,0.987,mg/L,0,10,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,bcooney,5/29/2020 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,TDN,TDN,177,µg/L,0,10,,,AutoAnalyzer 3,43.5,ELA-TDN,shavens,6/4/2020 12:00:00 AM
2020050603-01,373 LA CB Epi,5/6/2020,TDP,TDP,2.1,µg/L,0,10,,,Shimadzu UV1800 Scanning Spectrophotometer,3.68,ELA-TDP,bcooney,5/12/2020 12:00:00 AM
2020050603-03,373 LA CMP PE,5/6/2020,Zooplankton taxonomy,Total Biomass,,,,,,,53-µm Zootube,,ELA-Zootube,,
2020050603-04,373 LA CB PE,5/6/2020,Zooplankton archive,13C,,,,,,,53-µm Zoonet,,ELA-Zoonet,,
2020050603-05,373 LA CB,5/6/2020,Field observations,Air temperature,6,°C,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Black ice,,cm,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Cloud cover,0,/10,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Integrated epi to 1% surface PAR?,,y/n,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Profile?,,y/n,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,RBR#,1,,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Samplers,,,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Secchi depth,4.75,m,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Slush,,cm,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Snow depth,,cm,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Temp download time,,CST,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Thermal epi depth,,m,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Thermocline depth,,m,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Total ice,,cm,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Water colour,,,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Wave height (lower),0,cm,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Wave height (upper),5,cm,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,White ice layer,,cm,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Wind direction,,,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Wind speed (lower),5.3,km/h,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,Field observations,Wind speed (upper),9.8,km/h,,,,,,,ELA-Field observations,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 0.5m,1164,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 10m,10.4,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 11m,,µmol/m2/s,,,,,,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 12m,,µmol/m2/s,,,,,,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 13m,,µmol/m2/s,,,,,,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 14m,,µmol/m2/s,,,,,,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 15m,,µmol/m2/s,,,,,,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 16m,,µmol/m2/s,,,,,,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 1m,924,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 2m,507,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 3m,304,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 4m,178,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 5m,112,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 6m,65.3,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 7m,46.6,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 8m,28.9,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - 9m,16.8,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - Air 1,1577,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050603-05,373 LA CB,5/6/2020,PAR - 373,PAR - Air 2,1555,µmol/m2/s,,,,,PAR 7280,,ELA-PAR,pfafard,
2020050702-01,227 LA CB Epi,5/7/2020,Alk,Alk,73,µEq/L,0,0.75,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,Anions,Cl,0.17,mg/L,0,0.75,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2020050702-01,227 LA CB Epi,5/7/2020,Anions,SO4,0.17,mg/L,0,0.75,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2020050702-01,227 LA CB Epi,5/7/2020,Archive,Archive,,,0,0.75,,,,,ELA-Archive,,
2020050702-01,227 LA CB Epi,5/7/2020,Cations,Ca,1.36,mg/L,0,0.75,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050702-01,227 LA CB Epi,5/7/2020,Cations,Fe,0.14,mg/L,0,0.75,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2020050702-01,227 LA CB Epi,5/7/2020,Cations,K,0.22,mg/L,0,0.75,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050702-01,227 LA CB Epi,5/7/2020,Cations,Mg,0.39,mg/L,0,0.75,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050702-01,227 LA CB Epi,5/7/2020,Cations,Mn,0,mg/L,0,0.75,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2020050702-01,227 LA CB Epi,5/7/2020,Cations,Na,0.67,mg/L,0,0.75,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2020050702-01,227 LA CB Epi,5/7/2020,Chla,Chla,5.46,µg/L,0,0.75,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,5/14/2021 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,DIC,DIC,62,µmol/L,0,0.75,,,LI-850 LI-COR CO2/H20 Gas Analyzer,6.3,ELA-DIC,swarrack,5/8/2020 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,DOC,DOC,,µmol/L,0,0.75,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,,3/31/2022 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,NH3,NH3-N,6,µg/L,0,0.75,,,AutoAnalyzer 3,7.2,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,NO2,NO2-N,0.9,µg/L,0,0.75,,,AutoAnalyzer 3,0.34,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,NO3,NO3-N,0.2,µg/L,0,0.75,,,AutoAnalyzer 3,1.5,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,Part C/N,Part C,1558,µg/L,0,0.75,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2020050702-01,227 LA CB Epi,5/7/2020,Part C/N,Part N,179,µg/L,0,0.75,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2020050702-01,227 LA CB Epi,5/7/2020,Part Fe,Part Fe,,µg/L,0,0.75,,,PerkinElmer AAnalyst 400 AAS,19.4,ELA-PartFe,,
2020050702-01,227 LA CB Epi,5/7/2020,Part P,Part P,20,µg/L,0,0.75,,,Shimadzu UV1800 Scanning Spectrophotometer,0.2,ELA-PartP,jthoroski,8/25/2022 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,pH,pH,6.523,SU,0,0.75,,,Fisher Scientific Accumet pH meter,,ELA-pH,swarrack,5/7/2020 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,0.75,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2020050702-01,227 LA CB Epi,5/7/2020,SRSi,SRSi,1.502,mg/L,0,0.75,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,dlangenfeld,6/3/2020 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,TDN,TDN,308,µg/L,0,0.75,,,AutoAnalyzer 3,43.5,ELA-TDN,shavens,6/4/2020 12:00:00 AM
2020050702-01,227 LA CB Epi,5/7/2020,TDP,TDP,9.9,µg/L,0,0.75,,,Shimadzu UV1800 Scanning Spectrophotometer,3.68,ELA-TDP,bcooney,5/12/2020 12:00:00 AM
2020050702-02,227 LA CB Meta,5/7/2020,Phytoplankton taxonomy,Total Biomass,,mg/m^3,1.25,4,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2020050702-03,227 LA CB PE,5/7/2020,Zooplankton taxonomy,Total Biomass,,,,,,,53-µm Zoonet,,ELA-Zoonet,,
2020050702-04,227 LA CB,5/7/2020,Field observations,Air temperature,1.9,°C,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Black ice,,cm,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Cloud cover,0,/10,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Integrated epi to 1% surface PAR?,,y/n,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Profile?,,y/n,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,RBR#,2,,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Samplers,,,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Secchi depth,1.75,m,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Slush,,cm,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Snow depth,,cm,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Temp download time,,CST,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Thermal epi depth,1.25,m,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Thermocline depth,1.375,m,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Total ice,,cm,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Water colour,,,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Wave height (lower),0,cm,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Wave height (upper),5,cm,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,White ice layer,,cm,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Wind direction,,,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Wind speed (lower),3.1,km/h,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,Field observations,Wind speed (upper),15.3,km/h,,,,,,,ELA-Field observations,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - 0.5m,865,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - 1m,217.4,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - 2m,52.21,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - 3m,10.53,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - 4m,1.2,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - 5m,0,µmol/m2/s,,,,,,,ELA-PAR,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - 6m,0,µmol/m2/s,,,,,,,ELA-PAR,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - 7m,0,µmol/m2/s,,,,,,,ELA-PAR,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - 8m,0,µmol/m2/s,,,,,,,ELA-PAR,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - Air 1,1168,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,pfafard,
2020050702-04,227 LA CB,5/7/2020,PAR - 227,PAR - Air 2,1333,µmol/m2/s,,,,,PAR 2045,,ELA-PAR,pfafard,
2020050704-01,305 LA CB surface grab,5/7/2020,Archive,Archive,,,,,,,,,ELA-Archive,,
2020050704-01,305 LA CB surface grab,5/7/2020,NH3,NH3-N,3,µg/L,,,,,AutoAnalyzer 3,7.2,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050704-01,305 LA CB surface grab,5/7/2020,NO2,NO2-N,0.5,µg/L,,,,,AutoAnalyzer 3,0.34,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050704-01,305 LA CB surface grab,5/7/2020,NO3,NO3-N,52,µg/L,,,,,AutoAnalyzer 3,1.5,ELA-NOxNH3,shavens,6/16/2020 12:00:00 AM
2020050704-01,305 LA CB surface grab,5/7/2020,Part C/N,Part C,249,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2020050704-01,305 LA CB surface grab,5/7/2020,Part C/N,Part N,20,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2020050704-01,305 LA CB surface grab,5/7/2020,Part P,Part P,5,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,1,ELA-PartP,jthoroski,8/25/2022 12:00:00 AM
2020050704-01,305 LA CB surface grab,5/7/2020,TDN,TDN,209,µg/L,,,,,AutoAnalyzer 3,43.5,ELA-TDN,shavens,6/4/2020 12:00:00 AM
2020050704-01,305 LA CB surface grab,5/7/2020,TDP,TDP,2.1,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,3.68,ELA-TDP,bcooney,5/12/2020 12:00:00 AM
2020050706-01,224 LA CB Epi,5/7/2020,Alk,Alk,101,µEq/L,0,3.25,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2020050706-01,224 LA CB Epi,5/7/2020,Anions,Cl,0.19,mg/L,0,3.25,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2020050706-01,224 LA CB Epi,5/7/2020,Anions,SO4,1.21,mg/L,0,3.25,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2020050706-01,224 LA CB Epi,5/7/2020,Archive,Archive,,,0,3.25,,,,,ELA-Archive,,
2020050706-01,224 LA CB Epi,5/7/2020,Cations,Ca,1.66,mg/L,0,3.25,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050706-01,224 LA CB Epi,5/7/2020,Cations,Fe,0,mg/L,0,3.25,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2020050706-01,224 LA CB Epi,5/7/2020,Cations,K,0.29,mg/L,0,3.25,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050706-01,224 LA CB Epi,5/7/2020,Cations,Mg,0.38,mg/L,0,3.25,,,Thermo ICAP-6300 ICP-OES,0.01,UA-ICP,BASL - UAlberta,
2020050706-01,224 LA CB Epi,5/7/2020,Cations,Mn,0,mg/L,0,3.25,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2020050706-01,224 LA CB Epi,5/7/2020,Cations,Na,0.54,mg/L,0,3.25,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
