SampleNumber,Site,CollectDate,Test,Param,NumericResult,Results_Units,OrderDetails_User1,OrderDetails_User2,OrderDetails_User3,OrderDetails_User4,Instrument,RepLimit,Results_Method,AnalysisEmployee,AnalysisDate
2019102903-01,239 EIF,10/29/2019,Cations,Mg,0.6,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019102903-01,239 EIF,10/29/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019102903-01,239 EIF,10/29/2019,Cations,Na,1.09,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019102903-01,239 EIF,10/29/2019,Cond,Cond,21.9,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,bcooney,10/29/2019 12:00:00 AM
2019102903-01,239 EIF,10/29/2019,DIC,DIC,192,µM,,,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,10/29/2019 12:00:00 AM
2019102903-01,239 EIF,10/29/2019,DOC,DOC,1471,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,dlangenfeld,4/20/2020 12:00:00 AM
2019102903-01,239 EIF,10/29/2019,NH3,NH3-N,20,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-01,239 EIF,10/29/2019,NO2,NO2-N,1.9,µg/L,,,,,AutoAnalyzer 3,0.57,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-01,239 EIF,10/29/2019,NO3,NO3-N,21,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-01,239 EIF,10/29/2019,Part C/N,Part C,164,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019102903-01,239 EIF,10/29/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019102903-01,239 EIF,10/29/2019,Part P,Part P,2,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,amachutchin,1/31/2020 12:00:00 AM
2019102903-01,239 EIF,10/29/2019,pH,pH,5.941,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,10/29/2019 12:00:00 AM
2019102903-01,239 EIF,10/29/2019,SRSi,SRSi,5.962,mg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,klockhart,10/31/2019 12:00:00 AM
2019102903-01,239 EIF,10/29/2019,TDN,TDN,431,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,10/31/2019 12:00:00 AM
2019102903-01,239 EIF,10/29/2019,TDP,TDP,6.9,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,klockhart,10/31/2019 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,Alk,Alk,0,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,Anions,Cl,0.19,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019102903-02,239 NEIF,10/29/2019,Anions,SO4,0.27,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019102903-02,239 NEIF,10/29/2019,Archive,Archive,,,,,,,,,ELA-Archive,,
2019102903-02,239 NEIF,10/29/2019,Cations,Ca,0.81,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019102903-02,239 NEIF,10/29/2019,Cations,Fe,0.36,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019102903-02,239 NEIF,10/29/2019,Cations,K,0.28,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019102903-02,239 NEIF,10/29/2019,Cations,Mg,0.29,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019102903-02,239 NEIF,10/29/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019102903-02,239 NEIF,10/29/2019,Cations,Na,0.66,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019102903-02,239 NEIF,10/29/2019,Cond,Cond,29.2,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,bcooney,10/29/2019 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,DIC,DIC,226,µM,,,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,10/29/2019 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,DOC,DOC,2200,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,dlangenfeld,4/20/2020 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,NH3,NH3-N,30,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,NO2,NO2-N,4.1,µg/L,,,,,AutoAnalyzer 3,0.57,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,NO3,NO3-N,11,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,Part C/N,Part C,255,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019102903-02,239 NEIF,10/29/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019102903-02,239 NEIF,10/29/2019,Part P,Part P,2,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,amachutchin,1/31/2020 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,pH,pH,4.106,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,10/29/2019 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,SRSi,SRSi,5.036,mg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,klockhart,10/31/2019 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,TDN,TDN,441,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,10/31/2019 12:00:00 AM
2019102903-02,239 NEIF,10/29/2019,TDP,TDP,6.2,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,klockhart,10/31/2019 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,Alk,Alk,10.8,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,Anions,Cl,0.21,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019102903-03,239 NWIF,10/29/2019,Anions,SO4,1.13,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019102903-03,239 NWIF,10/29/2019,Archive,Archive,,,,,,,,,ELA-Archive,,
2019102903-03,239 NWIF,10/29/2019,Cations,Ca,0.96,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019102903-03,239 NWIF,10/29/2019,Cations,Fe,0.24,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019102903-03,239 NWIF,10/29/2019,Cations,K,0.14,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019102903-03,239 NWIF,10/29/2019,Cations,Mg,0.28,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019102903-03,239 NWIF,10/29/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019102903-03,239 NWIF,10/29/2019,Cations,Na,0.63,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019102903-03,239 NWIF,10/29/2019,Cond,Cond,16,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,bcooney,10/29/2019 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,DIC,DIC,219,µM,,,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,10/29/2019 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,DOC,DOC,1201,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,dlangenfeld,4/20/2020 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,NH3,NH3-N,20,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,NO2,NO2-N,1.5,µg/L,,,,,AutoAnalyzer 3,0.57,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,NO3,NO3-N,5,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,Part C/N,Part C,94,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019102903-03,239 NWIF,10/29/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019102903-03,239 NWIF,10/29/2019,Part P,Part P,1,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,amachutchin,1/31/2020 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,pH,pH,4.75,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,10/29/2019 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,SRSi,SRSi,4.747,mg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,klockhart,10/31/2019 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,TDN,TDN,309,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,10/31/2019 12:00:00 AM
2019102903-03,239 NWIF,10/29/2019,TDP,TDP,4,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,klockhart,10/31/2019 12:00:00 AM
2019102903-04,239 OF,10/29/2019,Alk,Alk,143.8,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019102903-04,239 OF,10/29/2019,Anions,Cl,0.23,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019102903-04,239 OF,10/29/2019,Anions,SO4,1.69,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019102903-04,239 OF,10/29/2019,Archive,Archive,,,,,,,,,ELA-Archive,,
2019102903-04,239 OF,10/29/2019,Cations,Ca,2.28,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019102903-04,239 OF,10/29/2019,Cations,Fe,0.02,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019102903-04,239 OF,10/29/2019,Cations,K,0.33,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019102903-04,239 OF,10/29/2019,Cations,Mg,0.6,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019102903-04,239 OF,10/29/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019102903-04,239 OF,10/29/2019,Cations,Na,0.89,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019102903-04,239 OF,10/29/2019,Cond,Cond,23.4,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,bcooney,10/29/2019 12:00:00 AM
2019102903-04,239 OF,10/29/2019,DIC,DIC,186,µM,,,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,10/29/2019 12:00:00 AM
2019102903-04,239 OF,10/29/2019,DOC,DOC,718,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,dlangenfeld,4/20/2020 12:00:00 AM
2019102903-04,239 OF,10/29/2019,NH3,NH3-N,20,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-04,239 OF,10/29/2019,NO2,NO2-N,1,µg/L,,,,,AutoAnalyzer 3,0.57,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-04,239 OF,10/29/2019,NO3,NO3-N,39,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-04,239 OF,10/29/2019,Part C/N,Part C,341,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019102903-04,239 OF,10/29/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019102903-04,239 OF,10/29/2019,Part P,Part P,4,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,amachutchin,1/31/2020 12:00:00 AM
2019102903-04,239 OF,10/29/2019,pH,pH,6.348,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,10/29/2019 12:00:00 AM
2019102903-04,239 OF,10/29/2019,SRSi,SRSi,2.707,mg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,klockhart,10/31/2019 12:00:00 AM
2019102903-04,239 OF,10/29/2019,TDN,TDN,273,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,10/31/2019 12:00:00 AM
2019102903-04,239 OF,10/29/2019,TDP,TDP,2.6,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,klockhart,10/31/2019 12:00:00 AM
2019102903-06,239 OF,10/29/2019,Alk,Alk,142.4,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019102903-06,239 OF,10/29/2019,Anions,Cl,0.22,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019102903-06,239 OF,10/29/2019,Anions,SO4,1.7,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019102903-06,239 OF,10/29/2019,Archive,Archive,,,,,,,,,ELA-Archive,,
2019102903-06,239 OF,10/29/2019,Cations,Ca,2.28,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019102903-06,239 OF,10/29/2019,Cations,Fe,0.02,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019102903-06,239 OF,10/29/2019,Cations,K,0.34,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019102903-06,239 OF,10/29/2019,Cations,Mg,0.6,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019102903-06,239 OF,10/29/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019102903-06,239 OF,10/29/2019,Cations,Na,0.88,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019102903-06,239 OF,10/29/2019,Cond,Cond,23.5,µS/cm,,,,,Radiometer CDM 3,0.05,ELA-Cond,bcooney,10/29/2019 12:00:00 AM
2019102903-06,239 OF,10/29/2019,DIC,DIC,181,µM,,,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,10/29/2019 12:00:00 AM
2019102903-06,239 OF,10/29/2019,DOC,DOC,747,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,dlangenfeld,4/20/2020 12:00:00 AM
2019102903-06,239 OF,10/29/2019,NH3,NH3-N,20,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-06,239 OF,10/29/2019,NO2,NO2-N,0.9,µg/L,,,,,AutoAnalyzer 3,0.57,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-06,239 OF,10/29/2019,NO3,NO3-N,40,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,10/29/2019 12:00:00 AM
2019102903-06,239 OF,10/29/2019,Part C/N,Part C,350,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019102903-06,239 OF,10/29/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019102903-06,239 OF,10/29/2019,Part P,Part P,4,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,amachutchin,1/31/2020 12:00:00 AM
2019102903-06,239 OF,10/29/2019,pH,pH,6.361,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,10/29/2019 12:00:00 AM
2019102903-06,239 OF,10/29/2019,SRSi,SRSi,2.758,mg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,klockhart,10/31/2019 12:00:00 AM
2019102903-06,239 OF,10/29/2019,TDN,TDN,261,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,10/31/2019 12:00:00 AM
2019102903-06,239 OF,10/29/2019,TDP,TDP,2.4,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,klockhart,10/31/2019 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,Alk,Alk,126.2,µEq/L,0,2,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,Anions,Cl,0.21,mg/L,0,2,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019103002-01,227 LA CB Epi,10/30/2019,Anions,SO4,0.76,mg/L,0,2,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019103002-01,227 LA CB Epi,10/30/2019,Archive,Archive,,,0,2,,,,,ELA-Archive,,
2019103002-01,227 LA CB Epi,10/30/2019,Cations,Ca,1.61,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019103002-01,227 LA CB Epi,10/30/2019,Cations,Fe,0.41,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019103002-01,227 LA CB Epi,10/30/2019,Cations,K,0.27,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019103002-01,227 LA CB Epi,10/30/2019,Cations,Mg,0.43,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019103002-01,227 LA CB Epi,10/30/2019,Cations,Mn,,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019103002-01,227 LA CB Epi,10/30/2019,Cations,Na,0.69,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019103002-01,227 LA CB Epi,10/30/2019,Chla,Chla,11.65,µg/L,0,2,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,10/28/2020 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,DIC,DIC,344,µM,0,2,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,10/30/2019 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,DOC,DOC,982,µmol/L,0,2,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,dlangenfeld,4/20/2020 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,NH3,NH3-N,510,µg/L,0,2,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,10/30/2019 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,NO2,NO2-N,1.3,µg/L,0,2,,,AutoAnalyzer 3,0.41,ELA-NOxNH3,mbouch,10/30/2019 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,NO3,NO3-N,63,µg/L,0,2,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,10/30/2019 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,Part C/N,Part C,3456,µg/L,0,2,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019103002-01,227 LA CB Epi,10/30/2019,Part C/N,Part N,,µg/L,0,2,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019103002-01,227 LA CB Epi,10/30/2019,Part Fe,Part Fe,,µg/L,0,2,,,PerkinElmer AAnalyst 400 AAS,19.4,ELA-PartFe,,
2019103002-01,227 LA CB Epi,10/30/2019,Part P,Part P,39,µg/L,0,2,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,amachutchin,2/3/2020 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,pH,pH,5.801,SU,0,2,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,10/30/2019 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,2,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2019103002-01,227 LA CB Epi,10/30/2019,SRSi,SRSi,1.936,mg/L,0,2,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,klockhart,10/31/2019 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,TDN,TDN,899,µg/L,0,2,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,10/31/2019 12:00:00 AM
2019103002-01,227 LA CB Epi,10/30/2019,TDP,TDP,2.4,µg/L,0,2,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,klockhart,10/31/2019 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,Alk,Alk,192.6,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,Anions,Cl,0.2,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2019103002-03,227 LA CB 4m,10/30/2019,Anions,SO4,0.76,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2019103002-03,227 LA CB 4m,10/30/2019,Archive,Archive,,,,,,,,,ELA-Archive,,
2019103002-03,227 LA CB 4m,10/30/2019,Cations,Ca,1.59,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2019103002-03,227 LA CB 4m,10/30/2019,Cations,Fe,0.39,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.02,UA-ICP,BASL - UAlberta,
2019103002-03,227 LA CB 4m,10/30/2019,Cations,K,0.26,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2019103002-03,227 LA CB 4m,10/30/2019,Cations,Mg,0.42,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2019103002-03,227 LA CB 4m,10/30/2019,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2019103002-03,227 LA CB 4m,10/30/2019,Cations,Na,0.68,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2019103002-03,227 LA CB 4m,10/30/2019,Chla,Chla,11.58,µg/L,,,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,bcooney,10/28/2020 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,DIC,DIC,377,µM,,,,,LI-850 LI-COR CO2/H20 Gas Analyzer,,ELA-DIC,bcooney,10/30/2019 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,DOC,DOC,1024,µmol/L,,,,,Shimadzu TOC-VCPH/CPN,43,FWI-DOC,dlangenfeld,4/20/2020 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,NH3,NH3-N,520,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-NOxNH3,mbouch,10/30/2019 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,NO2,NO2-N,1.5,µg/L,,,,,AutoAnalyzer 3,0.41,ELA-NOxNH3,mbouch,10/30/2019 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,NO3,NO3-N,64,µg/L,,,,,AutoAnalyzer 3,1.12,ELA-NOxNH3,mbouch,10/30/2019 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,Part C/N,Part C,3453,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019103002-03,227 LA CB 4m,10/30/2019,Part C/N,Part N,,µg/L,,,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2019103002-03,227 LA CB 4m,10/30/2019,Part Fe,Part Fe,,µg/L,,,,,PerkinElmer AAnalyst 400 AAS,19.4,ELA-PartFe,,
2019103002-03,227 LA CB 4m,10/30/2019,Part P,Part P,39,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,amachutchin,2/3/2020 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,pH,pH,5.752,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,bcooney,10/30/2019 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,SRSi,SRSi,1.879,mg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.003,ELA-SRSi,klockhart,10/31/2019 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,TDN,TDN,914,µg/L,,,,,AutoAnalyzer 3,4.4,ELA-TDN,mbouch,10/31/2019 12:00:00 AM
2019103002-03,227 LA CB 4m,10/30/2019,TDP,TDP,7.2,µg/L,,,,,Shimadzu UV1800 Scanning Spectrophotometer,0.5,ELA-TDP,klockhart,10/31/2019 12:00:00 AM
2019103002-04,227 LA CB 6m,10/30/2019,Alk,Alk,123.4,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2019103002-04,227 LA CB 6m,10/30/2019,Anions,Cl,0.2,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
