SampleNumber,Site,CollectDate,Test,Param,NumericResult,Results_Units,OrderDetails_User1,OrderDetails_User2,OrderDetails_User3,OrderDetails_User4,Instrument,RepLimit,Results_Method,AnalysisEmployee,AnalysisDate
2017052901-02,239 NEIF,5/29/2017,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,UAlberta,
2017052901-02,239 NEIF,5/29/2017,Cations,Na,0.86,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,UAlberta,
2017052901-02,239 NEIF,5/29/2017,Cond,Cond,28.5,µS/cm,,,,,Radiometer CDM 3,0.16,ELA-Cond,,5/29/2017 12:00:00 AM
2017052901-02,239 NEIF,5/29/2017,DIC,DIC,327.91,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,,5/30/2017 12:00:00 AM
2017052901-02,239 NEIF,5/29/2017,DOC,DOC,2592,µmol/L,,,,,"Shimadzu TOC-VCPH/CPN	",40,FWI-DOC,spaterson,7/4/2018 12:00:00 AM
2017052901-02,239 NEIF,5/29/2017,NH3,NH3-N,,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,jdearnley,5/30/2017 12:00:00 AM
2017052901-02,239 NEIF,5/29/2017,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.9,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052901-02,239 NEIF,5/29/2017,NO3,NO3-N,,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052901-02,239 NEIF,5/29/2017,Part C/N,Part C,570.5,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,U of Alberta,
2017052901-02,239 NEIF,5/29/2017,Part C/N,Part N,34.1,µg/L,,,,,Exeter CE 440 Elemental Analyzer,15,UA-C/N,U of Alberta,
2017052901-02,239 NEIF,5/29/2017,Part P,Part P,4,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,hpolaczek,12/8/2017 12:00:00 AM
2017052901-02,239 NEIF,5/29/2017,pH,pH,4.293,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,hpolaczek,5/29/2017 12:00:00 AM
2017052901-02,239 NEIF,5/29/2017,SRSi,SRSi,4.937,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bgirouard,10/10/2017 12:00:00 AM
2017052901-02,239 NEIF,5/29/2017,TDN,TDN,617,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,5/30/2017 12:00:00 AM
2017052901-02,239 NEIF,5/29/2017,TDP,TDP,18.01,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,,6/5/2017 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,Alk,Alk,31.6,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,Anions,Cl,0.08,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2017052901-03,239 NWIF,5/29/2017,Anions,SO4,0.97,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2017052901-03,239 NWIF,5/29/2017,Cations,Ca,1.4,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,UAlberta,
2017052901-03,239 NWIF,5/29/2017,Cations,Fe,0.37,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,UAlberta,
2017052901-03,239 NWIF,5/29/2017,Cations,K,0,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,UAlberta,
2017052901-03,239 NWIF,5/29/2017,Cations,Mg,0.38,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,UAlberta,
2017052901-03,239 NWIF,5/29/2017,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,UAlberta,
2017052901-03,239 NWIF,5/29/2017,Cations,Na,0.86,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,UAlberta,
2017052901-03,239 NWIF,5/29/2017,Cond,Cond,18,µS/cm,,,,,Radiometer CDM 3,0.16,ELA-Cond,,5/29/2017 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,DIC,DIC,446.76,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,,5/30/2017 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,DOC,DOC,1642,µmol/L,,,,,"Shimadzu TOC-VCPH/CPN	",40,FWI-DOC,spaterson,7/4/2018 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,NH3,NH3-N,,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,jdearnley,5/30/2017 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.9,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,NO3,NO3-N,,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,Part C/N,Part C,404.7,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,U of Alberta,
2017052901-03,239 NWIF,5/29/2017,Part C/N,Part N,51.4,µg/L,,,,,Exeter CE 440 Elemental Analyzer,15,UA-C/N,U of Alberta,
2017052901-03,239 NWIF,5/29/2017,Part P,Part P,4,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,hpolaczek,12/8/2017 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,pH,pH,5.015,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,hpolaczek,5/29/2017 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,SRSi,SRSi,3.425,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bgirouard,10/10/2017 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,TDN,TDN,673,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,6/5/2017 12:00:00 AM
2017052901-03,239 NWIF,5/29/2017,TDP,TDP,21.89,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,,6/5/2017 12:00:00 AM
2017052901-04,239 OF,5/29/2017,Alk,Alk,165,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2017052901-04,239 OF,5/29/2017,Anions,Cl,0.27,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2017052901-04,239 OF,5/29/2017,Anions,SO4,2.07,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2017052901-04,239 OF,5/29/2017,Cations,Ca,2.68,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,UAlberta,
2017052901-04,239 OF,5/29/2017,Cations,Fe,0.02,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,UAlberta,
2017052901-04,239 OF,5/29/2017,Cations,K,0.4,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,UAlberta,
2017052901-04,239 OF,5/29/2017,Cations,Mg,0.71,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,UAlberta,
2017052901-04,239 OF,5/29/2017,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,UAlberta,
2017052901-04,239 OF,5/29/2017,Cations,Na,1.08,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,UAlberta,
2017052901-04,239 OF,5/29/2017,Cond,Cond,25.5,µS/cm,,,,,Radiometer CDM 3,0.16,ELA-Cond,,5/29/2017 12:00:00 AM
2017052901-04,239 OF,5/29/2017,DIC,DIC,173.37,µM,,,,,LI-820 LiCor gas analyzer,,ELA-DIC,,5/30/2017 12:00:00 AM
2017052901-04,239 OF,5/29/2017,DOC,DOC,586,µmol/L,,,,,"Shimadzu TOC-VCPH/CPN	",40,FWI-DOC,sstrapazzon,1/16/2019 12:00:00 AM
2017052901-04,239 OF,5/29/2017,NH3,NH3-N,,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,jdearnley,5/30/2017 12:00:00 AM
2017052901-04,239 OF,5/29/2017,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.9,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052901-04,239 OF,5/29/2017,NO3,NO3-N,,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052901-04,239 OF,5/29/2017,Part C/N,Part C,554.5,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,U of Alberta,
2017052901-04,239 OF,5/29/2017,Part C/N,Part N,57.9,µg/L,,,,,Exeter CE 440 Elemental Analyzer,15,UA-C/N,U of Alberta,
2017052901-04,239 OF,5/29/2017,Part P,Part P,3,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,hpolaczek,12/8/2017 12:00:00 AM
2017052901-04,239 OF,5/29/2017,pH,pH,7.175,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,hpolaczek,5/29/2017 12:00:00 AM
2017052901-04,239 OF,5/29/2017,SRSi,SRSi,2.398,mg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bgirouard,10/10/2017 12:00:00 AM
2017052901-04,239 OF,5/29/2017,TDN,TDN,249,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,6/5/2017 12:00:00 AM
2017052901-04,239 OF,5/29/2017,TDP,TDP,2.3,µg/L,,,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,,6/5/2017 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,Alk,Alk,128.4,µEq/L,0,1.5,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,Anions,Cl,0.22,mg/L,0,1.5,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2017052902-01,442 LA CB Epi,5/29/2017,Anions,SO4,1.54,mg/L,0,1.5,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2017052902-01,442 LA CB Epi,5/29/2017,Cations,Ca,0,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,UAlberta,
2017052902-01,442 LA CB Epi,5/29/2017,Cations,Fe,0,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,UAlberta,
2017052902-01,442 LA CB Epi,5/29/2017,Cations,K,0,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,UAlberta,
2017052902-01,442 LA CB Epi,5/29/2017,Cations,Mg,0,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,UAlberta,
2017052902-01,442 LA CB Epi,5/29/2017,Cations,Mn,,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,UAlberta,
2017052902-01,442 LA CB Epi,5/29/2017,Cations,Na,0,mg/L,0,1.5,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,UAlberta,
2017052902-01,442 LA CB Epi,5/29/2017,Chla,Chla,2.27,µg/L,0,1.5,,,,,ELA-Chla,hpolaczek,10/5/2017 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,DIC,DIC,144.01,µM,0,1.5,,,,,ELA-DIC,,5/30/2017 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,DOC,DOC,549,µmol/L,0,1.5,,,"Shimadzu TOC-VCPH/CPN	",40,FWI-DOC,spaterson,5/22/2018 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,NH3,NH3-N,,µg/L,0,1.5,,,,13.9,ELA-TDN/NH3,jdearnley,5/30/2017 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,NO2,NO2-N,0,µg/L,0,1.5,,,Autoanalyzer II,0.9,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,NO3,NO3-N,,µg/L,0,1.5,,,Autoanalyzer II,3.55,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,Part C/N,Part C,608,µg/L,0,1.5,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,U of Alberta,
2017052902-01,442 LA CB Epi,5/29/2017,Part C/N,Part N,71.7,µg/L,0,1.5,,,Exeter CE 440 Elemental Analyzer,15,UA-C/N,U of Alberta,
2017052902-01,442 LA CB Epi,5/29/2017,Part P,Part P,6,µg/L,0,1.5,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,hpolaczek,12/8/2017 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,pH,pH,7.113,SU,0,1.5,,,Fisher Scientific Accumet pH meter,,ELA-pH,hpolaczek,5/29/2017 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,SRSi,SRSi,0.811,mg/L,0,1.5,,,,0.011,ELA-SRSi,bgirouard,10/10/2017 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,TDN,TDN,257,µg/L,0,1.5,,,Autoanalyzer II,13.9,ELA-TDN/NH3,,5/30/2017 12:00:00 AM
2017052902-01,442 LA CB Epi,5/29/2017,TDP,TDP,1.78,µg/L,0,1.5,,,,1.5,ELA-TDP,,6/5/2017 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,Alk,Alk,129.2,µEq/L,2,7,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,Anions,Cl,,mg/L,2,7,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2017052902-02,442 LA CB Meta,5/29/2017,Anions,SO4,,mg/L,2,7,,,Dionex DX-600 Ion Chromatograph,,UA-ClSO4,BASL - UAlberta,
2017052902-02,442 LA CB Meta,5/29/2017,Cations,Ca,,mg/L,2,7,,,,0.0053,UA-ICP,UAlberta,
2017052902-02,442 LA CB Meta,5/29/2017,Cations,Fe,,mg/L,2,7,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,UAlberta,
2017052902-02,442 LA CB Meta,5/29/2017,Cations,K,,mg/L,2,7,,,,0.0092,UA-ICP,UAlberta,
2017052902-02,442 LA CB Meta,5/29/2017,Cations,Mg,,mg/L,2,7,,,,0.0103,UA-ICP,UAlberta,
2017052902-02,442 LA CB Meta,5/29/2017,Cations,Mn,,mg/L,2,7,,,Dionex DX-600 Ion Chromatograph,0.0000145,UA-ICP,UAlberta,
2017052902-02,442 LA CB Meta,5/29/2017,Cations,Na,0,mg/L,2,7,,,Thermo ICAP-6300 ICP-OES,,UA-ICP,UAlberta,
2017052902-02,442 LA CB Meta,5/29/2017,Chla,Chla,3.47,µg/L,2,7,,,,,ELA-Chla,hpolaczek,10/5/2017 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,DIC,DIC,174.61,µM,2,7,,,,,ELA-DIC,,5/30/2017 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,DOC,DOC,516,µmol/L,2,7,,,"Shimadzu TOC-VCPH/CPN	",40,FWI-DOC,sstrapazzon,1/16/2019 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,NH3,NH3-N,,µg/L,2,7,,,,4.4,ELA-TDN/NH3,jdearnley,5/30/2017 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,NO2,NO2-N,0,µg/L,2,7,,,Autoanalyzer II,0.9,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,NO3,NO3-N,,µg/L,2,7,,,Autoanalyzer II,1.12,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,Part C/N,Part C,616.5,µg/L,2,7,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,U of Alberta,
2017052902-02,442 LA CB Meta,5/29/2017,Part C/N,Part N,61.5,µg/L,2,7,,,Exeter CE 440 Elemental Analyzer,15,UA-C/N,U of Alberta,
2017052902-02,442 LA CB Meta,5/29/2017,Part P,Part P,6,µg/L,2,7,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,hpolaczek,12/8/2017 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,pH,pH,6.787,SU,2,7,,,Fisher Scientific Accumet pH meter,,ELA-pH,hpolaczek,5/29/2017 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,SRSi,SRSi,0.837,mg/L,2,7,,,,0.003,ELA-SRSi,bgirouard,10/10/2017 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,TDN,TDN,278,µg/L,2,7,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,5/30/2017 12:00:00 AM
2017052902-02,442 LA CB Meta,5/29/2017,TDP,TDP,1.52,µg/L,2,7,,,,0.5,ELA-TDP,,6/5/2017 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,Alk,Alk,133.2,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,Anions,Cl,0.2,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2017052902-03,442 LA CB 5m,5/29/2017,Anions,SO4,1.49,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2017052902-03,442 LA CB 5m,5/29/2017,Cations,Ca,1.98,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,UAlberta,
2017052902-03,442 LA CB 5m,5/29/2017,Cations,Fe,0.02,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,UAlberta,
2017052902-03,442 LA CB 5m,5/29/2017,Cations,K,0.36,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,UAlberta,
2017052902-03,442 LA CB 5m,5/29/2017,Cations,Mg,0.73,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,UAlberta,
2017052902-03,442 LA CB 5m,5/29/2017,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,UAlberta,
2017052902-03,442 LA CB 5m,5/29/2017,Cations,Na,0.67,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,UAlberta,
2017052902-03,442 LA CB 5m,5/29/2017,Chla,Chla,3.33,µg/L,,,,,,,ELA-Chla,hpolaczek,10/5/2017 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,DIC,DIC,199.81,µM,,,,,,,ELA-DIC,,5/30/2017 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,DOC,DOC,546,µmol/L,,,,,"Shimadzu TOC-VCPH/CPN	",40,FWI-DOC,sstrapazzon,1/16/2019 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,NH3,NH3-N,,µg/L,,,,,,4.4,ELA-TDN/NH3,jdearnley,5/30/2017 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.9,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,NO3,NO3-N,,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,Part C/N,Part C,614.5,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,U of Alberta,
2017052902-03,442 LA CB 5m,5/29/2017,Part C/N,Part N,70.5,µg/L,,,,,Exeter CE 440 Elemental Analyzer,15,UA-C/N,U of Alberta,
2017052902-03,442 LA CB 5m,5/29/2017,Part P,Part P,5,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,hpolaczek,12/8/2017 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,pH,pH,6.571,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,hpolaczek,5/29/2017 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,SRSi,SRSi,0.821,mg/L,,,,,,0.003,ELA-SRSi,bgirouard,10/10/2017 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,TDN,TDN,261,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,5/30/2017 12:00:00 AM
2017052902-03,442 LA CB 5m,5/29/2017,TDP,TDP,1.72,µg/L,,,,,,0.5,ELA-TDP,,6/5/2017 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,Alk,Alk,125,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,Anions,Cl,0.18,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2017052902-04,442 LA CB 9m,5/29/2017,Anions,SO4,1.53,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2017052902-04,442 LA CB 9m,5/29/2017,Cations,Ca,1.98,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,UAlberta,
2017052902-04,442 LA CB 9m,5/29/2017,Cations,Fe,0.03,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,UAlberta,
2017052902-04,442 LA CB 9m,5/29/2017,Cations,K,0.38,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,UAlberta,
2017052902-04,442 LA CB 9m,5/29/2017,Cations,Mg,0.73,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,UAlberta,
2017052902-04,442 LA CB 9m,5/29/2017,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,UAlberta,
2017052902-04,442 LA CB 9m,5/29/2017,Cations,Na,0.66,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,UAlberta,
2017052902-04,442 LA CB 9m,5/29/2017,Chla,Chla,2.76,µg/L,,,,,,,ELA-Chla,hpolaczek,10/5/2017 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,DIC,DIC,279.69,µM,,,,,,,ELA-DIC,,5/30/2017 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,DOC,DOC,518,µmol/L,,,,,"Shimadzu TOC-VCPH/CPN	",40,FWI-DOC,sstrapazzon,1/16/2019 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,NH3,NH3-N,,µg/L,,,,,,4.4,ELA-TDN/NH3,jdearnley,5/30/2017 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.9,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,NO3,NO3-N,,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,Part C/N,Part C,557.5,µg/L,,,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,U of Alberta,
2017052902-04,442 LA CB 9m,5/29/2017,Part C/N,Part N,71.7,µg/L,,,,,Exeter CE 440 Elemental Analyzer,15,UA-C/N,U of Alberta,
2017052902-04,442 LA CB 9m,5/29/2017,Part P,Part P,5,µg/L,,,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,hpolaczek,12/8/2017 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,pH,pH,6.276,SU,,,,,Fisher Scientific Accumet pH meter,,ELA-pH,hpolaczek,5/29/2017 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,SRSi,SRSi,0.942,mg/L,,,,,,0.003,ELA-SRSi,bgirouard,10/10/2017 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,TDN,TDN,310,µg/L,,,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,5/30/2017 12:00:00 AM
2017052902-04,442 LA CB 9m,5/29/2017,TDP,TDP,2.8,µg/L,,,,,,0.5,ELA-TDP,,6/5/2017 12:00:00 AM
2017052902-05,442 LA CB 13m,5/29/2017,Alk,Alk,118.8,µEq/L,,,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2017052902-05,442 LA CB 13m,5/29/2017,Anions,Cl,0.2,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2017052902-05,442 LA CB 13m,5/29/2017,Anions,SO4,1.58,mg/L,,,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2017052902-05,442 LA CB 13m,5/29/2017,Cations,Ca,1.95,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,UAlberta,
2017052902-05,442 LA CB 13m,5/29/2017,Cations,Fe,0.03,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,UAlberta,
2017052902-05,442 LA CB 13m,5/29/2017,Cations,K,0.38,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,UAlberta,
2017052902-05,442 LA CB 13m,5/29/2017,Cations,Mg,0.71,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,UAlberta,
2017052902-05,442 LA CB 13m,5/29/2017,Cations,Mn,,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,UAlberta,
2017052902-05,442 LA CB 13m,5/29/2017,Cations,Na,0.66,mg/L,,,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,UAlberta,
2017052902-05,442 LA CB 13m,5/29/2017,Chla,Chla,1.29,µg/L,,,,,,,ELA-Chla,hpolaczek,10/5/2017 12:00:00 AM
2017052902-05,442 LA CB 13m,5/29/2017,DIC,DIC,326.01,µM,,,,,,,ELA-DIC,,5/30/2017 12:00:00 AM
2017052902-05,442 LA CB 13m,5/29/2017,DOC,DOC,555,µmol/L,,,,,"Shimadzu TOC-VCPH/CPN	",40,FWI-DOC,sstrapazzon,1/16/2019 12:00:00 AM
2017052902-05,442 LA CB 13m,5/29/2017,NH3,NH3-N,,µg/L,,,,,,4.4,ELA-TDN/NH3,jdearnley,5/30/2017 12:00:00 AM
2017052902-05,442 LA CB 13m,5/29/2017,NO2,NO2-N,0,µg/L,,,,,Autoanalyzer II,0.9,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
2017052902-05,442 LA CB 13m,5/29/2017,NO3,NO3-N,,µg/L,,,,,Autoanalyzer II,1.12,ELA-NO2/NO3,jdearnley,5/31/2017 12:00:00 AM
