SampleNumber,Site,CollectDate,Test,Param,NumericResult,Results_Units,OrderDetails_User1,OrderDetails_User2,OrderDetails_User3,OrderDetails_User4,Instrument,RepLimit,Results_Method,AnalysisEmployee,AnalysisDate
2018082702-03,373 LA CB Epi,8/27/2018,Cations,Ca,2.91,mg/L,0,5.5,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018082702-03,373 LA CB Epi,8/27/2018,Cations,Fe,0,mg/L,0,5.5,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018082702-03,373 LA CB Epi,8/27/2018,Cations,K,0.39,mg/L,0,5.5,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018082702-03,373 LA CB Epi,8/27/2018,Cations,Mg,0.63,mg/L,0,5.5,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018082702-03,373 LA CB Epi,8/27/2018,Cations,Mn,,mg/L,0,5.5,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018082702-03,373 LA CB Epi,8/27/2018,Cations,Na,0.76,mg/L,0,5.5,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018082702-03,373 LA CB Epi,8/27/2018,Chla,Chla,0.98,µg/L,0,5.5,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,dlangenfeld,9/27/2018 12:00:00 AM
2018082702-03,373 LA CB Epi,8/27/2018,DIC,DIC,191,µM,0,5.5,,,LI-820 LiCor gas analyzer,,ELA-DIC,lalsip,8/27/2018 12:00:00 AM
2018082702-03,373 LA CB Epi,8/27/2018,DOC,DOC,338,µmol/L,0,5.5,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018082702-03,373 LA CB Epi,8/27/2018,NH3,NH3-N,13,µg/L,0,5.5,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,9/5/2018 12:00:00 AM
2018082702-03,373 LA CB Epi,8/27/2018,NO2,NO2-N,5,µg/L,0,5.5,,,Autoanalyzer II,0.46,ELA-NO2/NO3,rnykvist,8/29/2018 12:00:00 AM
2018082702-03,373 LA CB Epi,8/27/2018,NO3,NO3-N,0,µg/L,0,5.5,,,Autoanalyzer II,1.12,ELA-NO2/NO3,rnykvist,8/29/2018 12:00:00 AM
2018082702-03,373 LA CB Epi,8/27/2018,Part C/N,Part C,545,µg/L,0,5.5,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018082702-03,373 LA CB Epi,8/27/2018,Part C/N,Part N,55.8,µg/L,0,5.5,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018082702-03,373 LA CB Epi,8/27/2018,Part P,Part P,4,µg/L,0,5.5,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/14/2018 12:00:00 AM
2018082702-03,373 LA CB Epi,8/27/2018,pH,pH,7.351,SU,0,5.5,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,8/27/2018 12:00:00 AM
2018082702-03,373 LA CB Epi,8/27/2018,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,5.5,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2018082702-03,373 LA CB Epi,8/27/2018,SRSi,SRSi,0.409,mg/L,0,5.5,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,8/30/2018 12:00:00 AM
2018082702-03,373 LA CB Epi,8/27/2018,TDN,TDN,204,µg/L,0,5.5,,,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,9/5/2018 12:00:00 AM
2018082702-03,373 LA CB Epi,8/27/2018,TDP,TDP,1.457,µg/L,0,5.5,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,lalsip,8/30/2018 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,Alk,Alk,66,µEq/L,,,,15.2,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,Anions,Cl,0.38,mg/L,,,,15.2,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018082705-01,240 Bulk Rain,8/27/2018,Anions,SO4,0.49,mg/L,,,,15.2,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018082705-01,240 Bulk Rain,8/27/2018,Archive,Archive,0,,,,,15.2,,,ELA-Archive,,
2018082705-01,240 Bulk Rain,8/27/2018,Cations,Ca,1.01,mg/L,,,,15.2,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018082705-01,240 Bulk Rain,8/27/2018,Cations,Fe,0,mg/L,,,,15.2,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018082705-01,240 Bulk Rain,8/27/2018,Cations,K,0.18,mg/L,,,,15.2,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018082705-01,240 Bulk Rain,8/27/2018,Cations,Mg,0.17,mg/L,,,,15.2,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018082705-01,240 Bulk Rain,8/27/2018,Cations,Mn,,mg/L,,,,15.2,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018082705-01,240 Bulk Rain,8/27/2018,Cations,Na,0.08,mg/L,,,,15.2,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018082705-01,240 Bulk Rain,8/27/2018,Cond,Cond,41.5,µS/cm,,,,15.2,Radiometer CDM 3,0.05,ELA-Cond,lalsip,8/27/2018 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,DIC,DIC,84,µM,,,,15.2,LI-820 LiCor gas analyzer,,ELA-DIC,lalsip,8/28/2018 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,DOC,DOC,252,µmol/L,,,,15.2,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,NH3,NH3-N,549,µg/L,,,,15.2,Autoanalyzer II,4.4,ELA-TDN/NH3,marmstrong,9/5/2018 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,NO2,NO2-N,26,µg/L,,,,15.2,Autoanalyzer II,0.46,ELA-NO2/NO3,rnykvist,8/29/2018 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,NO3,NO3-N,267,µg/L,,,,15.2,Autoanalyzer II,1.12,ELA-NO2/NO3,rnykvist,8/29/2018 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,Part C/N,Part C,1959,µg/L,,,,15.2,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018082705-01,240 Bulk Rain,8/27/2018,Part C/N,Part N,191.4,µg/L,,,,15.2,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018082705-01,240 Bulk Rain,8/27/2018,Part P,Part P,21,µg/L,,,,15.2,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/14/2018 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,pH,pH,6.585,SU,,,,15.2,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,8/27/2018 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,SRSi,SRSi,0.033,mg/L,,,,15.2,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,8/30/2018 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,TDN,TDN,1116,µg/L,,,,15.2,Autoanalyzer II,4.4,ELA-TDN/NH3,rnykvist,8/30/2018 12:00:00 AM
2018082705-01,240 Bulk Rain,8/27/2018,TDP,TDP,38.943,µg/L,,,,15.2,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,,8/30/2018 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,Alk,Alk,99,µEq/L,0,2,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,Anions,Cl,0.17,mg/L,0,2,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018082803-01,227 LA CB Epi,8/28/2018,Anions,SO4,0.59,mg/L,0,2,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018082803-01,227 LA CB Epi,8/28/2018,Archive,Archive,0,,0,2,,,,,ELA-Archive,,
2018082803-01,227 LA CB Epi,8/28/2018,Cations,Ca,1.47,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018082803-01,227 LA CB Epi,8/28/2018,Cations,Fe,0.04,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018082803-01,227 LA CB Epi,8/28/2018,Cations,K,0.12,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018082803-01,227 LA CB Epi,8/28/2018,Cations,Mg,0.43,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018082803-01,227 LA CB Epi,8/28/2018,Cations,Mn,,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018082803-01,227 LA CB Epi,8/28/2018,Cations,Na,0.89,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018082803-01,227 LA CB Epi,8/28/2018,Chla,Chla,33.6,µg/L,0,2,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,dlangenfeld,9/27/2018 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,DIC,DIC,52,µM,0,2,,,LI-820 LiCor gas analyzer,,ELA-DIC,lalsip,8/28/2018 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,DOC,DOC,648,µmol/L,0,2,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,NH3,NH3-N,0,µg/L,0,2,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,9/7/2018 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,NO2,NO2-N,5,µg/L,0,2,,,Autoanalyzer II,0.46,ELA-NO2/NO3,rnykvist,9/20/2018 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,NO3,NO3-N,6,µg/L,0,2,,,Autoanalyzer II,1.12,ELA-NO2/NO3,rnykvist,10/24/2018 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,Part C/N,Part C,4362.9,µg/L,0,2,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018082803-01,227 LA CB Epi,8/28/2018,Part C/N,Part N,467.1,µg/L,0,2,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018082803-01,227 LA CB Epi,8/28/2018,Part Fe,Part Fe,75,µg/L,0,2,,,PerkinElmer AAnalyst 400 AAS,,ELA-PartFe,cgregory,12/16/2019 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,Part P,Part P,29,µg/L,0,2,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/14/2018 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,pH,pH,7.55,SU,0,2,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,8/28/2018 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,2,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2018082803-01,227 LA CB Epi,8/28/2018,SRSi,SRSi,0.398,mg/L,0,2,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,8/30/2018 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,TDN,TDN,350,µg/L,0,2,,,Autoanalyzer II,4.4,ELA-TDN/NH3,rnykvist,8/30/2018 12:00:00 AM
2018082803-01,227 LA CB Epi,8/28/2018,TDP,TDP,8.694,µg/L,0,2,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,lalsip,8/30/2018 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,Archive,Archive,0,,2.5,3,,,,,ELA-Archive,,
2018082803-02,227 LA CB Meta,8/28/2018,Chla,Chla,28.04,µg/L,2.5,3,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,dlangenfeld,9/27/2018 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,DIC,DIC,71,µM,2.5,3,,,LI-820 LiCor gas analyzer,,ELA-DIC,lalsip,8/28/2018 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,DOC,DOC,660,µmol/L,2.5,3,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,NH3,NH3-N,0,µg/L,2.5,3,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,9/7/2018 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,NO2,NO2-N,5,µg/L,2.5,3,,,Autoanalyzer II,0.46,ELA-NO2/NO3,rnykvist,9/20/2018 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,NO3,NO3-N,6,µg/L,2.5,3,,,Autoanalyzer II,1.12,ELA-NO2/NO3,rnykvist,10/24/2018 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,Part C/N,Part C,818,µg/L,2.5,3,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018082803-02,227 LA CB Meta,8/28/2018,Part C/N,Part N,103.5,µg/L,2.5,3,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018082803-02,227 LA CB Meta,8/28/2018,Part Fe,Part Fe,86,µg/L,2.5,3,,,PerkinElmer AAnalyst 400 AAS,,ELA-PartFe,cgregory,12/16/2019 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,Part P,Part P,35,µg/L,2.5,3,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/14/2018 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,pH,pH,6.915,SU,2.5,3,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,8/28/2018 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,Phytoplankton taxonomy,Total Biomass,,mg/m^3,2.5,3,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2018082803-02,227 LA CB Meta,8/28/2018,SRSi,SRSi,0.784,mg/L,2.5,3,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,8/30/2018 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,TDN,TDN,337,µg/L,2.5,3,,,Autoanalyzer II,4.4,ELA-TDN/NH3,rnykvist,8/30/2018 12:00:00 AM
2018082803-02,227 LA CB Meta,8/28/2018,TDP,TDP,7.024,µg/L,2.5,3,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,lalsip,8/30/2018 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,Alk,Alk,90,µEq/L,0,2,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,Anions,Cl,0.17,mg/L,0,2,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018082803-03,227 LA CB Epi,8/28/2018,Anions,SO4,0.61,mg/L,0,2,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018082803-03,227 LA CB Epi,8/28/2018,Archive,Archive,0,,0,2,,,,,ELA-Archive,,
2018082803-03,227 LA CB Epi,8/28/2018,Cations,Ca,1.47,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018082803-03,227 LA CB Epi,8/28/2018,Cations,Fe,0.04,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018082803-03,227 LA CB Epi,8/28/2018,Cations,K,0.12,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018082803-03,227 LA CB Epi,8/28/2018,Cations,Mg,0.44,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018082803-03,227 LA CB Epi,8/28/2018,Cations,Mn,,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018082803-03,227 LA CB Epi,8/28/2018,Cations,Na,0.89,mg/L,0,2,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018082803-03,227 LA CB Epi,8/28/2018,Chla,Chla,26.17,µg/L,0,2,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,dlangenfeld,9/27/2018 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,DIC,DIC,52,µM,0,2,,,LI-820 LiCor gas analyzer,,ELA-DIC,lalsip,8/28/2018 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,DOC,DOC,643,µmol/L,0,2,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,NH3,NH3-N,0,µg/L,0,2,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,9/7/2018 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,NO2,NO2-N,5,µg/L,0,2,,,Autoanalyzer II,0.46,ELA-NO2/NO3,rnykvist,9/20/2018 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,NO3,NO3-N,6,µg/L,0,2,,,Autoanalyzer II,1.12,ELA-NO2/NO3,rnykvist,10/24/2018 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,Part C/N,Part C,760,µg/L,0,2,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018082803-03,227 LA CB Epi,8/28/2018,Part C/N,Part N,94.1,µg/L,0,2,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018082803-03,227 LA CB Epi,8/28/2018,Part Fe,Part Fe,111,µg/L,0,2,,,PerkinElmer AAnalyst 400 AAS,,ELA-PartFe,cgregory,12/16/2019 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,Part P,Part P,28,µg/L,0,2,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,12/14/2018 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,pH,pH,7.467,SU,0,2,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,8/28/2018 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,2,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2018082803-03,227 LA CB Epi,8/28/2018,SRSi,SRSi,0.378,mg/L,0,2,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,8/30/2018 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,TDN,TDN,350,µg/L,0,2,,,Autoanalyzer II,4.4,ELA-TDN/NH3,rnykvist,8/30/2018 12:00:00 AM
2018082803-03,227 LA CB Epi,8/28/2018,TDP,TDP,8.509,µg/L,0,2,,,Shimadzu 1601 scanning spectrophotometer,0.5,ELA-TDP,lalsip,8/30/2018 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,Alk,Alk,47,µEq/L,0,4,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,Anions,Cl,0.17,mg/L,0,4,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018082902-01,114 LA CB Epi,8/29/2018,Anions,SO4,1.45,mg/L,0,4,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018082902-01,114 LA CB Epi,8/29/2018,Archive,Archive,0,,0,4,,,,,ELA-Archive,,
2018082902-01,114 LA CB Epi,8/29/2018,Cations,Ca,0.95,mg/L,0,4,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018082902-01,114 LA CB Epi,8/29/2018,Cations,Fe,0,mg/L,0,4,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018082902-01,114 LA CB Epi,8/29/2018,Cations,K,0.25,mg/L,0,4,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018082902-01,114 LA CB Epi,8/29/2018,Cations,Mg,0.45,mg/L,0,4,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018082902-01,114 LA CB Epi,8/29/2018,Cations,Mn,,mg/L,0,4,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018082902-01,114 LA CB Epi,8/29/2018,Cations,Na,0.61,mg/L,0,4,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018082902-01,114 LA CB Epi,8/29/2018,Chla,Chla,6.67,µg/L,0,4,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,dlangenfeld,10/4/2018 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,DIC,DIC,50,µM,0,4,,,LI-820 LiCor gas analyzer,,ELA-DIC,lalsip,8/29/2018 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,DOC,DOC,609,µmol/L,0,4,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,NH3,NH3-N,0,µg/L,0,4,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,9/7/2018 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,NO2,NO2-N,0,µg/L,0,4,,,Autoanalyzer II,0.46,ELA-NO2/NO3,,9/20/2018 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,NO3,NO3-N,7,µg/L,0,4,,,Autoanalyzer II,1.12,ELA-NO2/NO3,,10/24/2018 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,Part C/N,Part C,2842.3,µg/L,0,4,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
2018082902-01,114 LA CB Epi,8/29/2018,Part C/N,Part N,339.7,µg/L,0,4,,,Exeter CE 440 Elemental Analyzer,10,UA-C/N,BASL - UAlberta,
2018082902-01,114 LA CB Epi,8/29/2018,Part P,Part P,12,µg/L,0,4,,,Cole-Parmer 2100 Spectrophotometer,0.2,ELA-PartP,sstrapazzon,2/5/2019 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,pH,pH,6.486,SU,0,4,,,Fisher Scientific Accumet pH meter,,ELA-pH,lalsip,8/29/2018 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,Phytoplankton taxonomy,Total Biomass,,mg/m^3,0,4,,,Zeiss invertoscope inverted microscope,,ELA-Phytoplankton taxonomy,,
2018082902-01,114 LA CB Epi,8/29/2018,SRSi,SRSi,0.124,mg/L,0,4,,,Shimadzu 1601 scanning spectrophotometer,0.003,ELA-SRSi,bcooney,8/30/2018 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,TDN,TDN,381,µg/L,0,4,,,Autoanalyzer II,4.4,ELA-TDN/NH3,rnykvist,8/30/2018 12:00:00 AM
2018082902-01,114 LA CB Epi,8/29/2018,TDP,TDP,3.5,µg/L,0,4,,,Shimadzu 1601 scanning spectrophotometer,1.5,ELA-TDP,shavens,10/3/2018 12:00:00 AM
2018082903-01,239 LA CB Epi,8/29/2018,Alk,Alk,171.2,µEq/L,0,4.75,,,Mantech PC-Titration Plus System,6,UA-Alk,BASL - UAlberta,6/7/2022 12:00:00 AM
2018082903-01,239 LA CB Epi,8/29/2018,Anions,Cl,0.23,mg/L,0,4.75,,,Dionex DX-600 Ion Chromatograph,0.03,UA-ClSO4,BASL - UAlberta,
2018082903-01,239 LA CB Epi,8/29/2018,Anions,SO4,1.84,mg/L,0,4.75,,,Dionex DX-600 Ion Chromatograph,0.04,UA-ClSO4,BASL - UAlberta,
2018082903-01,239 LA CB Epi,8/29/2018,Archive,Archive,0,,0,4.75,,,,,ELA-Archive,,
2018082903-01,239 LA CB Epi,8/29/2018,Cations,Ca,2.84,mg/L,0,4.75,,,Thermo ICAP-6300 ICP-OES,0.0053,UA-ICP,BASL - UAlberta,
2018082903-01,239 LA CB Epi,8/29/2018,Cations,Fe,0,mg/L,0,4.75,,,Thermo ICAP-6300 ICP-OES,0.0161,UA-ICP,BASL - UAlberta,
2018082903-01,239 LA CB Epi,8/29/2018,Cations,K,0.41,mg/L,0,4.75,,,Thermo ICAP-6300 ICP-OES,0.0092,UA-ICP,BASL - UAlberta,
2018082903-01,239 LA CB Epi,8/29/2018,Cations,Mg,0.77,mg/L,0,4.75,,,Thermo ICAP-6300 ICP-OES,0.0103,UA-ICP,BASL - UAlberta,
2018082903-01,239 LA CB Epi,8/29/2018,Cations,Mn,,mg/L,0,4.75,,,Thermo ICAP-6300 ICP-OES,0.0145,UA-ICP,BASL - UAlberta,
2018082903-01,239 LA CB Epi,8/29/2018,Cations,Na,1.14,mg/L,0,4.75,,,Thermo ICAP-6300 ICP-OES,0.016,UA-ICP,BASL - UAlberta,
2018082903-01,239 LA CB Epi,8/29/2018,Chla,Chla,2.49,µg/L,0,4.75,,,Turner Designs Trilogy Fluorometer,0.5,ELA-Chla,dlangenfeld,10/4/2018 12:00:00 AM
2018082903-01,239 LA CB Epi,8/29/2018,DIC,DIC,167,µM,0,4.75,,,LI-820 LiCor gas analyzer,,ELA-DIC,lalsip,8/29/2018 12:00:00 AM
2018082903-01,239 LA CB Epi,8/29/2018,DOC,DOC,601,µmol/L,0,4.75,,,Shimadzu TOC-VCPH/CPN,40,FWI-DOC,sstrapazzon,2/7/2019 12:00:00 AM
2018082903-01,239 LA CB Epi,8/29/2018,NH3,NH3-N,0,µg/L,0,4.75,,,Autoanalyzer II,4.4,ELA-TDN/NH3,,9/7/2018 12:00:00 AM
2018082903-01,239 LA CB Epi,8/29/2018,NO2,NO2-N,0,µg/L,0,4.75,,,Autoanalyzer II,0.46,ELA-NO2/NO3,,9/20/2018 12:00:00 AM
2018082903-01,239 LA CB Epi,8/29/2018,NO3,NO3-N,11,µg/L,0,4.75,,,Autoanalyzer II,1.12,ELA-NO2/NO3,,10/24/2018 12:00:00 AM
2018082903-01,239 LA CB Epi,8/29/2018,Part C/N,Part C,492.9,µg/L,0,4.75,,,Exeter CE 440 Elemental Analyzer,41.5,UA-C/N,BASL - UAlberta,
